glyph_index	text_code	char
0x07f9	0x05f9	븜
0x07fa	0x05fa	븝
0x07fb	0x05fb	븟
0x07fc	0x05fc	비
0x07fd	0x05fd	빅
0x07fe	0x05fe	빈
0x07ff	0x05ff	빌
0x0800	0x0600	빎
0x0801	0x0601	빔
0x0802	0x0602	빕
0x0803	0x0603	빗
0x0804	0x0604	빙
0x0805	0x0605	빚
0x0806	0x0606	빛
0x0807	0x0607	빠
0x0808	0x0608	빡
0x0809	0x0609	빤
0x080a	0x060a	빨
0x080b	0x060b	빪
0x080c	0x060c	빰
0x080d	0x060d	빱
0x080e	0x060e	빳
0x080f	0x060f	빴
0x0810	0x0610	빵
0x0811	0x0611	빻
0x0812	0x0612	빼
0x0813	0x0613	빽
0x0814	0x0614	뺀
0x0815	0x0615	뺄
0x0816	0x0616	뺌
0x0817	0x0617	뺍
0x0818	0x0618	뺏
0x0819	0x0619	뺐
0x081a	0x061a	뺑
0x081b	0x061b	뺘
0x081c	0x061c	뺙
0x081d	0x061d	뺨
0x081e	0x061e	뻐
0x081f	0x061f	뻑
0x0820	0x0620	뻔
0x0821	0x0621	뻗
0x0822	0x0622	뻘
0x0823	0x0623	뻠
0x0824	0x0624	뻣
0x0825	0x0625	뻤
0x0826	0x0626	뻥
0x0827	0x0627	뻬
0x0828	0x0628	뼁
0x0829	0x0629	뼈
0x082a	0x062a	뼉
0x082b	0x062b	뼘
0x082c	0x062c	뼙
0x082d	0x062d	뼛
0x082e	0x062e	뼜
0x082f	0x062f	뼝
0x0830	0x0630	뽀
0x0831	0x0631	뽁
0x0832	0x0632	뽄
0x0833	0x0633	뽈
0x0834	0x0634	뽐
0x0835	0x0635	뽑
0x0836	0x0636	뽕
0x0837	0x0637	뾔
0x0838	0x0638	뾰
0x0839	0x0639	뿅
0x083a	0x063a	뿌
0x083b	0x063b	뿍
0x083c	0x063c	뿐
0x083d	0x063d	뿔
0x083e	0x063e	뿜
0x083f	0x063f	뿟
0x0840	0x0640	뿡
0x0841	0x0641	쀼
0x0842	0x0642	쁑
0x0843	0x0643	쁘
0x0844	0x0644	쁜
0x0845	0x0645	쁠
0x0846	0x0646	쁨
0x0847	0x0647	쁩
0x0848	0x0648	삐
0x0849	0x0649	삑
0x084a	0x064a	삔
0x084b	0x064b	삘
0x084c	0x064c	삠
0x084d	0x064d	삡
0x084e	0x064e	삣
0x084f	0x064f	삥
0x0850	0x0650	사
0x0851	0x0651	삭
0x0852	0x0652	삯
0x0853	0x0653	산
0x0854	0x0654	삳
0x0855	0x0655	살
0x0856	0x0656	삵
0x0857	0x0657	삶
0x0858	0x0658	삼
0x0859	0x0659	삽
0x085a	0x065a	삿
0x085b	0x065b	샀
0x085c	0x065c	상
0x085d	0x065d	샅
0x085e	0x065e	새
0x085f	0x065f	색
0x0860	0x0660	샌
0x0861	0x0661	샐
0x0862	0x0662	샘
0x0863	0x0663	샙
0x0864	0x0664	샛
0x0865	0x0665	샜
0x0866	0x0666	생
0x0867	0x0667	샤
0x0868	0x0668	샥
0x0869	0x0669	샨
0x086a	0x066a	샬
0x086b	0x066b	샴
0x086c	0x066c	샵
0x086d	0x066d	샷
0x086e	0x066e	샹
0x086f	0x066f	섀
0x0870	0x0670	섄
0x0871	0x0671	섈
0x0872	0x0672	섐
0x0873	0x0673	섕
0x0874	0x0674	서
0x0875	0x0675	석
0x0876	0x0676	섞
0x0877	0x0677	섟
0x0878	0x0678	선
0x0879	0x0679	섣
0x087a	0x067a	설
0x087b	0x067b	섦
0x087c	0x067c	섧
0x087d	0x067d	섬
0x087e	0x067e	섭
0x087f	0x067f	섯
0x0880	0x0680	섰
0x0881	0x0681	성
0x0882	0x0682	섶
0x0883	0x0683	세
0x0884	0x0684	섹
0x0885	0x0685	센
0x0886	0x0686	셀
0x0887	0x0687	셈
0x0888	0x0688	셉
0x0889	0x0689	셋
0x088a	0x068a	셌
0x088b	0x068b	셍
0x088c	0x068c	셔
0x088d	0x068d	셕
0x088e	0x068e	션
0x088f	0x068f	셜
0x0890	0x0690	셤
0x0891	0x0691	셥
0x0892	0x0692	셧
0x0893	0x0693	셨
0x0894	0x0694	셩
0x0895	0x0695	셰
0x0896	0x0696	셴
0x0897	0x0697	셸
0x0898	0x0698	솅
0x0899	0x0699	소
0x089a	0x069a	속
0x089b	0x069b	솎
0x089c	0x069c	손
0x089d	0x069d	솔
0x089e	0x069e	솖
0x089f	0x069f	솜
0x08a0	0x06a0	솝
0x08a1	0x06a1	솟
0x08a2	0x06a2	송
0x08a3	0x06a3	솥
0x08a4	0x06a4	솨
0x08a5	0x06a5	솩
0x08a6	0x06a6	솬
0x08a7	0x06a7	솰
0x08a8	0x06a8	솽
0x08a9	0x06a9	쇄
0x08aa	0x06aa	쇈
0x08ab	0x06ab	쇌
0x08ac	0x06ac	쇔
0x08ad	0x06ad	쇗
0x08ae	0x06ae	쇘
0x08af	0x06af	쇠
0x08b0	0x06b0	쇤
0x08b1	0x06b1	쇨
0x08b2	0x06b2	쇰
0x08b3	0x06b3	쇱
0x08b4	0x06b4	쇳
0x08b5	0x06b5	쇼
0x08b6	0x06b6	쇽
0x08b7	0x06b7	숀
0x08b8	0x06b8	숄
0x08b9	0x06b9	숌
0x08ba	0x06ba	숍
0x08bb	0x06bb	숏
0x08bc	0x06bc	숑
0x08bd	0x06bd	수
0x08be	0x06be	숙
0x08bf	0x06bf	순
0x08c0	0x06c0	숟
0x08c1	0x06c1	술
0x08c2	0x06c2	숨
0x08c3	0x06c3	숩
0x08c4	0x06c4	숫
0x08c5	0x06c5	숭
0x08c6	0x06c6	숯
0x08c7	0x06c7	숱
0x08c8	0x06c8	숲
0x08c9	0x06c9	숴
0x08ca	0x06ca	쉈
0x08cb	0x06cb	쉐
0x08cc	0x06cc	쉑
0x08cd	0x06cd	쉔
0x08ce	0x06ce	쉘
0x08cf	0x06cf	쉠
0x08d0	0x06d0	쉥
0x08d1	0x06d1	쉬
0x08d2	0x06d2	쉭
0x08d3	0x06d3	쉰
0x08d4	0x06d4	쉴
0x08d5	0x06d5	쉼
0x08d6	0x06d6	쉽
0x08d7	0x06d7	쉿
0x08d8	0x06d8	슁
0x08d9	0x06d9	슈
0x08da	0x06da	슉
0x08db	0x06db	슐
0x08dc	0x06dc	슘
0x08dd	0x06dd	슛
0x08de	0x06de	슝
0x08df	0x06df	스
0x08e0	0x06e0	슥
0x08e1	0x06e1	슨
0x08e2	0x06e2	슬
0x08e3	0x06e3	슭
0x08e4	0x06e4	슴
0x08e5	0x06e5	습
0x08e6	0x06e6	슷
0x08e7	0x06e7	승
0x08e8	0x06e8	시
0x08e9	0x06e9	식
0x08ea	0x06ea	신
0x08eb	0x06eb	싣
0x08ec	0x06ec	실
0x08ed	0x06ed	싫
0x08ee	0x06ee	심
0x08ef	0x06ef	십
0x08f0	0x06f0	싯
0x08f1	0x06f1	싱
0x08f2	0x06f2	싶
0x08f3	0x06f3	싸
0x08f4	0x06f4	싹
0x08f5	0x06f5	싻
0x08f6	0x06f6	싼
0x08f7	0x06f7	쌀
0x08f8	0x06f8	쌈
0x08f9	0x06f9	쌉
0x08fa	0x06fa	쌌
0x08fb	0x06fb	쌍
0x08fc	0x06fc	쌓
0x08fd	0x06fd	쌔
0x08fe	0x06fe	쌕
0x08ff	0x06ff	쌘
0x0900	0x0700	쌜
0x0901	0x0701	쌤
0x0902	0x0702	쌥
0x0903	0x0703	쌨
0x0904	0x0704	쌩
0x0905	0x0705	썅
0x0906	0x0706	써
0x0907	0x0707	썩
0x0908	0x0708	썬
0x0909	0x0709	썰
0x090a	0x070a	썲
0x090b	0x070b	썸
0x090c	0x070c	썹
0x090d	0x070d	썼
0x090e	0x070e	썽
0x090f	0x070f	쎄
0x0910	0x0710	쎈
0x0911	0x0711	쎌
0x0912	0x0712	쏀
0x0913	0x0713	쏘
0x0914	0x0714	쏙
0x0915	0x0715	쏜
0x0916	0x0716	쏟
0x0917	0x0717	쏠
0x0918	0x0718	쏢
0x0919	0x0719	쏨
0x091a	0x071a	쏩
0x091b	0x071b	쏭
0x091c	0x071c	쏴
0x091d	0x071d	쏵
0x091e	0x071e	쏸
0x091f	0x071f	쐈
0x0920	0x0720	쐐
0x0921	0x0721	쐤
0x0922	0x0722	쐬
0x0923	0x0723	쐰
0x0924	0x0724	쐴
0x0925	0x0725	쐼
0x0926	0x0726	쐽
0x0927	0x0727	쑈
0x0928	0x0728	쑤
0x0929	0x0729	쑥
0x092a	0x072a	쑨
0x092b	0x072b	쑬
0x092c	0x072c	쑴
0x092d	0x072d	쑵
0x092e	0x072e	쑹
0x092f	0x072f	쒀
0x0930	0x0730	쒔
0x0931	0x0731	쒜
0x0932	0x0732	쒸
0x0933	0x0733	쒼
0x0934	0x0734	쓩
0x0935	0x0735	쓰
0x0936	0x0736	쓱
0x0937	0x0737	쓴
0x0938	0x0738	쓸
0x0939	0x0739	쓺
0x093a	0x073a	쓿
0x093b	0x073b	씀
0x093c	0x073c	씁
0x093d	0x073d	씌
0x093e	0x073e	씐
0x093f	0x073f	씔
0x0940	0x0740	씜
0x0941	0x0741	씨
0x0942	0x0742	씩
0x0943	0x0743	씬
0x0944	0x0744	씰
0x0945	0x0745	씸
0x0946	0x0746	씹
0x0947	0x0747	씻
0x0948	0x0748	씽
0x0949	0x0749	아
0x094a	0x074a	악
0x094b	0x074b	안
0x094c	0x074c	앉
0x094d	0x074d	않
0x094e	0x074e	알
0x094f	0x074f	앍
0x0950	0x0750	앎
0x0951	0x0751	앓
0x0952	0x0752	암
0x0953	0x0753	압
0x0954	0x0754	앗
0x0955	0x0755	았
0x0956	0x0756	앙
0x0957	0x0757	앝
0x0958	0x0758	앞
0x0959	0x0759	애
0x095a	0x075a	액
0x095b	0x075b	앤
0x095c	0x075c	앨
0x095d	0x075d	앰
0x095e	0x075e	앱
0x095f	0x075f	앳
0x0960	0x0760	앴
0x0961	0x0761	앵
0x0962	0x0762	야
0x0963	0x0763	약
0x0964	0x0764	얀
0x0965	0x0765	얄
0x0966	0x0766	얇
0x0967	0x0767	얌
0x0968	0x0768	얍
0x0969	0x0769	얏
0x096a	0x076a	양
0x096b	0x076b	얕
0x096c	0x076c	얗
0x096d	0x076d	얘
0x096e	0x076e	얜
0x096f	0x076f	얠
0x0970	0x0770	얩
0x0971	0x0771	어
0x0972	0x0772	억
0x0973	0x0773	언
0x0974	0x0774	얹
0x0975	0x0775	얻
0x0976	0x0776	얼
0x0977	0x0777	얽
0x0978	0x0778	얾
0x0979	0x0779	엄
0x097a	0x077a	업
0x097b	0x077b	없
0x097c	0x077c	엇
0x097d	0x077d	었
0x097e	0x077e	엉
0x097f	0x077f	엊
0x0980	0x0780	엌
0x0981	0x0781	엎
0x0982	0x0782	에
0x0983	0x0783	엑
0x0984	0x0784	엔
0x0985	0x0785	엘
0x0986	0x0786	엠
0x0987	0x0787	엡
0x0988	0x0788	엣
0x0989	0x0789	엥
0x098a	0x078a	여
0x098b	0x078b	역
0x098c	0x078c	엮
0x098d	0x078d	연
0x098e	0x078e	열
0x098f	0x078f	엶
0x0990	0x0790	엷
0x0991	0x0791	염
0x0992	0x0792	엽
0x0993	0x0793	엾
0x0994	0x0794	엿
0x0995	0x0795	였
0x0996	0x0796	영
0x0997	0x0797	옅
0x0998	0x0798	옆
0x0999	0x0799	옇
0x099a	0x079a	예
0x099b	0x079b	옌
0x099c	0x079c	옐
0x099d	0x079d	옘
0x099e	0x079e	옙
0x099f	0x079f	옛
0x09a0	0x07a0	옜
0x09a1	0x07a1	오
0x09a2	0x07a2	옥
0x09a3	0x07a3	온
0x09a4	0x07a4	올
0x09a5	0x07a5	옭
0x09a6	0x07a6	옮
0x09a7	0x07a7	옰
0x09a8	0x07a8	옳
0x09a9	0x07a9	옴
0x09aa	0x07aa	옵
0x09ab	0x07ab	옷
0x09ac	0x07ac	옹
0x09ad	0x07ad	옻
0x09ae	0x07ae	와
0x09af	0x07af	왁
0x09b0	0x07b0	완
0x09b1	0x07b1	왈
0x09b2	0x07b2	왐
0x09b3	0x07b3	왑
0x09b4	0x07b4	왓
0x09b5	0x07b5	왔
0x09b6	0x07b6	왕
0x09b7	0x07b7	왜
0x09b8	0x07b8	왝
0x09b9	0x07b9	왠
0x09ba	0x07ba	왬
0x09bb	0x07bb	왯
0x09bc	0x07bc	왱
0x09bd	0x07bd	외
0x09be	0x07be	왹
0x09bf	0x07bf	왼
0x09c0	0x07c0	욀
0x09c1	0x07c1	욈
0x09c2	0x07c2	욉
0x09c3	0x07c3	욋
0x09c4	0x07c4	욍
0x09c5	0x07c5	요
0x09c6	0x07c6	욕
0x09c7	0x07c7	욘
0x09c8	0x07c8	욜
0x09c9	0x07c9	욤
0x09ca	0x07ca	욥
0x09cb	0x07cb	욧
0x09cc	0x07cc	용
0x09cd	0x07cd	우
0x09ce	0x07ce	욱
0x09cf	0x07cf	운
0x09d0	0x07d0	울
0x09d1	0x07d1	욹
0x09d2	0x07d2	욺
0x09d3	0x07d3	움
0x09d4	0x07d4	웁
0x09d5	0x07d5	웃
0x09d6	0x07d6	웅
0x09d7	0x07d7	워
0x09d8	0x07d8	웍
0x09d9	0x07d9	원
0x09da	0x07da	월
0x09db	0x07db	웜
0x09dc	0x07dc	웝
0x09dd	0x07dd	웠
0x09de	0x07de	웡
0x09df	0x07df	웨
0x09e0	0x07e0	웩
0x09e1	0x07e1	웬
0x09e2	0x07e2	웰
0x09e3	0x07e3	웸
0x09e4	0x07e4	웹
0x09e5	0x07e5	웽
0x09e6	0x07e6	위
0x09e7	0x07e7	윅
0x09e8	0x07e8	윈
0x09e9	0x07e9	윌
0x09ea	0x07ea	윔
0x09eb	0x07eb	윕
0x09ec	0x07ec	윗
0x09ed	0x07ed	윙
0x09ee	0x07ee	유
0x09ef	0x07ef	육
0x09f0	0x07f0	윤
0x09f1	0x07f1	율
0x09f2	0x07f2	윰
0x09f3	0x07f3	윱
0x09f4	0x07f4	윳
0x09f5	0x07f5	융
0x09f6	0x07f6	윷
0x09f7	0x07f7	으
0x09f8	0x07f8	윽
0x09f9	0x07f9	은
0x09fa	0x07fa	을
0x09fb	0x07fb	읊
0x09fc	0x07fc	음
0x09fd	0x07fd	읍
0x09fe	0x07fe	읏
0x09ff	0x07ff	응
0x0a00	0x0800	읒
0x0a01	0x0801	읓
0x0a02	0x0802	읔
0x0a03	0x0803	읕
0x0a04	0x0804	읖
0x0a05	0x0805	읗
0x0a06	0x0806	의
0x0a07	0x0807	읜
0x0a08	0x0808	읠
0x0a09	0x0809	읨
0x0a0a	0x080a	읫
0x0a0b	0x080b	이
0x0a0c	0x080c	익
0x0a0d	0x080d	인
0x0a0e	0x080e	일
0x0a0f	0x080f	읽
0x0a10	0x0810	읾
0x0a11	0x0811	잃
0x0a12	0x0812	임
0x0a13	0x0813	입
0x0a14	0x0814	잇
0x0a15	0x0815	있
0x0a16	0x0816	잉
0x0a17	0x0817	잊
0x0a18	0x0818	잎
0x0a19	0x0819	자
0x0a1a	0x081a	작
0x0a1b	0x081b	잔
0x0a1c	0x081c	잖
0x0a1d	0x081d	잗
0x0a1e	0x081e	잘
0x0a1f	0x081f	잚
0x0a20	0x0820	잠
0x0a21	0x0821	잡
0x0a22	0x0822	잣
0x0a23	0x0823	잤
0x0a24	0x0824	장
0x0a25	0x0825	잦
0x0a26	0x0826	재
0x0a27	0x0827	잭
0x0a28	0x0828	잰
0x0a29	0x0829	잴
0x0a2a	0x082a	잼
0x0a2b	0x082b	잽
0x0a2c	0x082c	잿
0x0a2d	0x082d	쟀
0x0a2e	0x082e	쟁
0x0a2f	0x082f	쟈
0x0a30	0x0830	쟉
0x0a31	0x0831	쟌
0x0a32	0x0832	쟎
0x0a33	0x0833	쟐
0x0a34	0x0834	쟘
0x0a35	0x0835	쟝
0x0a36	0x0836	쟤
0x0a37	0x0837	쟨
0x0a38	0x0838	쟬
0x0a39	0x0839	저
0x0a3a	0x083a	적
0x0a3b	0x083b	전
0x0a3c	0x083c	절
0x0a3d	0x083d	젊
0x0a3e	0x083e	점
0x0a3f	0x083f	접
0x0a40	0x0840	젓
0x0a41	0x0841	정
0x0a42	0x0842	젖
0x0a43	0x0843	제
0x0a44	0x0844	젝
0x0a45	0x0845	젠
0x0a46	0x0846	젤
0x0a47	0x0847	젬
0x0a48	0x0848	젭
0x0a49	0x0849	젯
0x0a4a	0x084a	젱
0x0a4b	0x084b	져
0x0a4c	0x084c	젼
0x0a4d	0x084d	졀
0x0a4e	0x084e	졈
0x0a4f	0x084f	졉
0x0a50	0x0850	졌
0x0a51	0x0851	졍
0x0a52	0x0852	졔
0x0a53	0x0853	조
0x0a54	0x0854	족
0x0a55	0x0855	존
0x0a56	0x0856	졸
0x0a57	0x0857	졺
0x0a58	0x0858	좀
0x0a59	0x0859	좁
0x0a5a	0x085a	좃
0x0a5b	0x085b	종
0x0a5c	0x085c	좆
0x0a5d	0x085d	좇
0x0a5e	0x085e	좋
0x0a5f	0x085f	좌
0x0a60	0x0860	좍
0x0a61	0x0861	좔
0x0a62	0x0862	좝
0x0a63	0x0863	좟
0x0a64	0x0864	좡
0x0a65	0x0865	좨
0x0a66	0x0866	좼
0x0a67	0x0867	좽
0x0a68	0x0868	죄
0x0a69	0x0869	죈
0x0a6a	0x086a	죌
0x0a6b	0x086b	죔
0x0a6c	0x086c	죕
0x0a6d	0x086d	죗
0x0a6e	0x086e	죙
0x0a6f	0x086f	죠
0x0a70	0x0870	죡
0x0a71	0x0871	죤
0x0a72	0x0872	죵
0x0a73	0x0873	주
0x0a74	0x0874	죽
0x0a75	0x0875	준
0x0a76	0x0876	줄
0x0a77	0x0877	줅
0x0a78	0x0878	줆
0x0a79	0x0879	줌
0x0a7a	0x087a	줍
0x0a7b	0x087b	줏
0x0a7c	0x087c	중
0x0a7d	0x087d	줘
0x0a7e	0x087e	줬
0x0a7f	0x087f	줴
0x0a80	0x0880	쥐
0x0a81	0x0881	쥑
0x0a82	0x0882	쥔
0x0a83	0x0883	쥘
0x0a84	0x0884	쥠
0x0a85	0x0885	쥡
0x0a86	0x0886	쥣
0x0a87	0x0887	쥬
0x0a88	0x0888	쥰
0x0a89	0x0889	쥴
0x0a8a	0x088a	쥼
0x0a8b	0x088b	즈
0x0a8c	0x088c	즉
0x0a8d	0x088d	즌
0x0a8e	0x088e	즐
0x0a8f	0x088f	즘
0x0a90	0x0890	즙
0x0a91	0x0891	즛
0x0a92	0x0892	증
0x0a93	0x0893	지
0x0a94	0x0894	직
0x0a95	0x0895	진
0x0a96	0x0896	짇
0x0a97	0x0897	질
0x0a98	0x0898	짊
0x0a99	0x0899	짐
0x0a9a	0x089a	집
0x0a9b	0x089b	짓
0x0a9c	0x089c	징
0x0a9d	0x089d	짖
0x0a9e	0x089e	짙
0x0a9f	0x089f	짚
0x0aa0	0x08a0	짜
0x0aa1	0x08a1	짝
0x0aa2	0x08a2	짠
0x0aa3	0x08a3	짢
0x0aa4	0x08a4	짤
0x0aa5	0x08a5	짧
0x0aa6	0x08a6	짬
0x0aa7	0x08a7	짭
0x0aa8	0x08a8	짯
0x0aa9	0x08a9	짰
0x0aaa	0x08aa	짱
0x0aab	0x08ab	째
0x0aac	0x08ac	짹
0x0aad	0x08ad	짼
0x0aae	0x08ae	쨀
0x0aaf	0x08af	쨈
0x0ab0	0x08b0	쨉
0x0ab1	0x08b1	쨋
0x0ab2	0x08b2	쨌
0x0ab3	0x08b3	쨍
0x0ab4	0x08b4	쨔
0x0ab5	0x08b5	쨘
0x0ab6	0x08b6	쨩
0x0ab7	0x08b7	쩌
0x0ab8	0x08b8	쩍
0x0ab9	0x08b9	쩐
0x0aba	0x08ba	쩔
0x0abb	0x08bb	쩜
0x0abc	0x08bc	쩝
0x0abd	0x08bd	쩟
0x0abe	0x08be	쩠
0x0abf	0x08bf	쩡
0x0ac0	0x08c0	쩨
0x0ac1	0x08c1	쩽
0x0ac2	0x08c2	쪄
0x0ac3	0x08c3	쪘
0x0ac4	0x08c4	쪼
0x0ac5	0x08c5	쪽
0x0ac6	0x08c6	쫀
0x0ac7	0x08c7	쫄
0x0ac8	0x08c8	쫌
0x0ac9	0x08c9	쫍
0x0aca	0x08ca	쫏
0x0acb	0x08cb	쫑
0x0acc	0x08cc	쫓
0x0acd	0x08cd	쫘
0x0ace	0x08ce	쫙
0x0acf	0x08cf	쫠
0x0ad0	0x08d0	쫬
0x0ad1	0x08d1	쫴
0x0ad2	0x08d2	쬈
0x0ad3	0x08d3	쬐
0x0ad4	0x08d4	쬔
0x0ad5	0x08d5	쬘
0x0ad6	0x08d6	쬠
0x0ad7	0x08d7	쬡
0x0ad8	0x08d8	쭁
0x0ad9	0x08d9	쭈
0x0ada	0x08da	쭉
0x0adb	0x08db	쭌
0x0adc	0x08dc	쭐
0x0add	0x08dd	쭘
0x0ade	0x08de	쭙
0x0adf	0x08df	쭝
0x0ae0	0x08e0	쭤
0x0ae1	0x08e1	쭸
0x0ae2	0x08e2	쭹
0x0ae3	0x08e3	쮜
0x0ae4	0x08e4	쮸
0x0ae5	0x08e5	쯔
0x0ae6	0x08e6	쯤
0x0ae7	0x08e7	쯧
0x0ae8	0x08e8	쯩
0x0ae9	0x08e9	찌
0x0aea	0x08ea	찍
0x0aeb	0x08eb	찐
0x0aec	0x08ec	찔
0x0aed	0x08ed	찜
0x0aee	0x08ee	찝
0x0aef	0x08ef	찡
0x0af0	0x08f0	찢
0x0af1	0x08f1	찧
0x0af2	0x08f2	차
0x0af3	0x08f3	착
0x0af4	0x08f4	찬
0x0af5	0x08f5	찮
0x0af6	0x08f6	찰
0x0af7	0x08f7	참
0x0af8	0x08f8	찹
0x0af9	0x08f9	찻
0x0afa	0x08fa	찼
0x0afb	0x08fb	창
0x0afc	0x08fc	찾
0x0afd	0x08fd	채
0x0afe	0x08fe	책
0x0aff	0x08ff	챈
0x0b00	0x0900	챌
0x0b01	0x0901	챔
0x0b02	0x0902	챕
0x0b03	0x0903	챗
0x0b04	0x0904	챘
0x0b05	0x0905	챙
0x0b06	0x0906	챠
0x0b07	0x0907	챤
0x0b08	0x0908	챦
0x0b09	0x0909	챨
0x0b0a	0x090a	챰
0x0b0b	0x090b	챵
0x0b0c	0x090c	처
0x0b0d	0x090d	척
0x0b0e	0x090e	천
0x0b0f	0x090f	철
0x0b10	0x0910	첨
0x0b11	0x0911	첩
0x0b12	0x0912	첫
0x0b13	0x0913	첬
0x0b14	0x0914	청
0x0b15	0x0915	체
0x0b16	0x0916	첵
0x0b17	0x0917	첸
0x0b18	0x0918	첼
0x0b19	0x0919	쳄
0x0b1a	0x091a	쳅
0x0b1b	0x091b	쳇
0x0b1c	0x091c	쳉
0x0b1d	0x091d	쳐
0x0b1e	0x091e	쳔
0x0b1f	0x091f	쳤
0x0b20	0x0920	쳬
0x0b21	0x0921	쳰
0x0b22	0x0922	촁
0x0b23	0x0923	초
0x0b24	0x0924	촉
0x0b25	0x0925	촌
0x0b26	0x0926	촐
0x0b27	0x0927	촘
0x0b28	0x0928	촙
0x0b29	0x0929	촛
0x0b2a	0x092a	총
0x0b2b	0x092b	촤
0x0b2c	0x092c	촨
0x0b2d	0x092d	촬
0x0b2e	0x092e	촹
0x0b2f	0x092f	최
0x0b30	0x0930	쵠
0x0b31	0x0931	쵤
0x0b32	0x0932	쵬
0x0b33	0x0933	쵭
0x0b34	0x0934	쵯
0x0b35	0x0935	쵱
0x0b36	0x0936	쵸
0x0b37	0x0937	춈
0x0b38	0x0938	추
0x0b39	0x0939	축
0x0b3a	0x093a	춘
0x0b3b	0x093b	출
0x0b3c	0x093c	춤
0x0b3d	0x093d	춥
0x0b3e	0x093e	춧
0x0b3f	0x093f	충
0x0b40	0x0940	춰
0x0b41	0x0941	췄
0x0b42	0x0942	췌
0x0b43	0x0943	췐
0x0b44	0x0944	취
0x0b45	0x0945	췬
0x0b46	0x0946	췰
0x0b47	0x0947	췸
0x0b48	0x0948	췹
0x0b49	0x0949	췻
0x0b4a	0x094a	췽
0x0b4b	0x094b	츄
0x0b4c	0x094c	츈
0x0b4d	0x094d	츌
0x0b4e	0x094e	츔
0x0b4f	0x094f	츙
0x0b50	0x0950	츠
0x0b51	0x0951	측
0x0b52	0x0952	츤
0x0b53	0x0953	츨
0x0b54	0x0954	츰
0x0b55	0x0955	츱
0x0b56	0x0956	츳
0x0b57	0x0957	층
0x0b58	0x0958	치
0x0b59	0x0959	칙
0x0b5a	0x095a	친
0x0b5b	0x095b	칟
0x0b5c	0x095c	칠
0x0b5d	0x095d	칡
0x0b5e	0x095e	침
0x0b5f	0x095f	칩
0x0b60	0x0960	칫
0x0b61	0x0961	칭
0x0b62	0x0962	카
0x0b63	0x0963	칵
0x0b64	0x0964	칸
0x0b65	0x0965	칼
0x0b66	0x0966	캄
0x0b67	0x0967	캅
0x0b68	0x0968	캇
0x0b69	0x0969	캉
0x0b6a	0x096a	캐
0x0b6b	0x096b	캑
0x0b6c	0x096c	캔
0x0b6d	0x096d	캘
0x0b6e	0x096e	캠
0x0b6f	0x096f	캡
0x0b70	0x0970	캣
0x0b71	0x0971	캤
0x0b72	0x0972	캥
0x0b73	0x0973	캬
0x0b74	0x0974	캭
0x0b75	0x0975	컁
0x0b76	0x0976	커
0x0b77	0x0977	컥
0x0b78	0x0978	컨
0x0b79	0x0979	컫
0x0b7a	0x097a	컬
0x0b7b	0x097b	컴
0x0b7c	0x097c	컵
0x0b7d	0x097d	컷
0x0b7e	0x097e	컸
0x0b7f	0x097f	컹
0x0b80	0x0980	케
0x0b81	0x0981	켁
0x0b82	0x0982	켄
0x0b83	0x0983	켈
0x0b84	0x0984	켐
0x0b85	0x0985	켑
0x0b86	0x0986	켓
0x0b87	0x0987	켕
0x0b88	0x0988	켜
0x0b89	0x0989	켠
0x0b8a	0x098a	켤
0x0b8b	0x098b	켬
0x0b8c	0x098c	켭
0x0b8d	0x098d	켯
0x0b8e	0x098e	켰
0x0b8f	0x098f	켱
0x0b90	0x0990	켸
0x0b91	0x0991	코
0x0b92	0x0992	콕
0x0b93	0x0993	콘
0x0b94	0x0994	콜
0x0b95	0x0995	콤
0x0b96	0x0996	콥
0x0b97	0x0997	콧
0x0b98	0x0998	콩
0x0b99	0x0999	콰
0x0b9a	0x099a	콱
0x0b9b	0x099b	콴
0x0b9c	0x099c	콸
0x0b9d	0x099d	쾀
0x0b9e	0x099e	쾅
0x0b9f	0x099f	쾌
0x0ba0	0x09a0	쾡
0x0ba1	0x09a1	쾨
0x0ba2	0x09a2	쾰
0x0ba3	0x09a3	쿄
0x0ba4	0x09a4	쿠
0x0ba5	0x09a5	쿡
0x0ba6	0x09a6	쿤
0x0ba7	0x09a7	쿨
0x0ba8	0x09a8	쿰
0x0ba9	0x09a9	쿱
0x0baa	0x09aa	쿳
0x0bab	0x09ab	쿵
0x0bac	0x09ac	쿼
0x0bad	0x09ad	퀀
0x0bae	0x09ae	퀄
0x0baf	0x09af	퀑
0x0bb0	0x09b0	퀘
0x0bb1	0x09b1	퀭
0x0bb2	0x09b2	퀴
0x0bb3	0x09b3	퀵
0x0bb4	0x09b4	퀸
0x0bb5	0x09b5	퀼
0x0bb6	0x09b6	큄
0x0bb7	0x09b7	큅
0x0bb8	0x09b8	큇
0x0bb9	0x09b9	큉
0x0bba	0x09ba	큐
0x0bbb	0x09bb	큔
0x0bbc	0x09bc	큘
0x0bbd	0x09bd	큠
0x0bbe	0x09be	크
0x0bbf	0x09bf	큭
0x0bc0	0x09c0	큰
0x0bc1	0x09c1	클
0x0bc2	0x09c2	큼
0x0bc3	0x09c3	큽
0x0bc4	0x09c4	킁
0x0bc5	0x09c5	키
0x0bc6	0x09c6	킥
0x0bc7	0x09c7	킨
0x0bc8	0x09c8	킬
0x0bc9	0x09c9	킴
